pref_name,first_approval,dosed_ingredient,oral,parenteral,topical,first_in_class,smiles
CLOZAPINE,1989,1,1,0,0,0,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1
MEFLOQUINE,1989,0,1,0,0,0,OC(c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)C1CCCCN1
PROPOFOL,1989,1,0,1,0,0,CC(C)c1cccc(C(C)C)c1O
KETOROLAC,1989,0,1,1,1,0,O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O
PROPAFENONE HYDROCHLORIDE,1989,1,1,0,0,0,CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1
GANCICLOVIR SODIUM,1989,1,0,1,0,0,Nc1nc(=O)c2ncn(COC(CO)CO)c2[nH]1
FLUTAMIDE,1989,1,1,0,0,0,CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1
SELEGILINE HYDROCHLORIDE,1989,1,1,0,0,0,C#CCN(C)[C@H](C)Cc1ccccc1
CEFMETAZOLE SODIUM,1989,1,0,1,0,0,CO[C@@]1(NC(=O)CSCC#N)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@@H]21
PINACIDIL ANHYDROUS,1989,0,1,0,0,0,CC(N=C(N=c1cc[nH]cc1)NC#N)C(C)(C)C
CLOMIPRAMINE HYDROCHLORIDE,1989,1,1,0,0,0,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21
TOLRESTAT,1989,1,0,0,0,0,COc1ccc2c(C(=S)N(C)CC(=O)O)cccc2c1C(F)(F)F
PODOFILOX,1990,1,0,0,1,0,COc1cc([C@@H]2c3cc4c(cc3[C@H](O)[C@H]3COC(=O)C23)OCO4)cc(OC)c1OC
ALTRETAMINE,1990,1,1,0,0,0,CN(C)c1nc(N(C)C)nc(N(C)C)n1
ISRADIPINE,1990,1,1,0,0,0,COC(=O)C1=C(C)N=C(C)C(C(=O)OC(C)C)C1c1cccc2nonc12
FLUCONAZOLE,1990,1,1,1,0,0,OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F
DAPIPRAZOLE HYDROCHLORIDE,1990,1,0,0,1,0,Cc1ccccc1N1CCN(CCc2nnc3n2CCCC3)CC1
OFLOXACIN,1990,1,1,1,1,0,CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23
DOXAZOSIN,1990,0,1,0,0,0,COc1cc2nc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)nc(N)c2cc1OC
GLUCONOLACTONE,1990,1,0,0,0,0,O=C1OC(CO)C(O)C(O)C1O
IDARUBICIN,1990,0,0,1,0,0,CC(=O)[C@]1(O)C=C2C(=O)c3c(c(O)c4ccccc4c3O)C(=O)C2[C@@H](O[C@H]2C[C@H](N)[C@H](O)[C@H](C)O2)C1
ESTAZOLAM,1990,1,1,0,0,0,Clc1ccc2c(c1)C(c1ccccc1)=NCc1nncn1-2
BEPRIDIL HYDROCHLORIDE,1990,1,1,0,0,0,CC(C)COCC(CN(Cc1ccccc1)c1ccccc1)N1CCCC1
MORICIZINE HYDROCHLORIDE,1990,1,1,0,0,0,CCOC(=O)Nc1ccc2c(c1)N(C(=O)CCN1CCOCC1)c1ccccc1S2
DILEVALOL HYDROCHLORIDE,1990,1,0,0,0,0,C[C@H](CCc1ccccc1)NC[C@H](O)c1ccc(O)c(C(N)=O)c1
PIPECURONIUM,1990,0,0,1,0,0,CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@H](N3CC[N+](C)(C)CC3)[C@@H]4OC(C)=O)[C@@]2(C)C[C@@H]1N1CC[N+](C)(C)CC1
LEVAMISOLE,1990,0,1,0,0,0,c1ccc([C@H]2CN3CCSC3=N2)cc1
HALOBETASOL PROPIONATE,1990,1,0,0,1,0,CCC(=O)O[C@]1(C(=O)CCl)[C@@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C
OLSALAZINE,1990,0,1,0,0,0,O=C(O)c1cc(N=Nc2ccc(O)c(C(=O)O)c2)ccc1O
EBASTINE,1990,1,1,0,0,0,CC(C)(C)c1ccc(C(=O)CCCN2CCC(OC(c3ccccc3)c3ccccc3)CC2)cc1
MOCLOBEMIDE,1990,1,1,0,0,0,O=C(NCCN1CCOCC1)c1ccc(Cl)cc1
REMOXIPRIDE HYDROCHLORIDE,1990,1,0,0,0,0,CCN1CCC[C@H]1CNC(=O)c1c(OC)ccc(Br)c1OC
FLUTICASONE PROPIONATE,1990,1,0,0,1,0,CCC(=O)O[C@]1(C(=O)SCF)[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C
FLUMAZENIL,1991,1,0,1,0,0,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2
FLUDARABINE PHOSPHATE,1991,1,1,1,0,0,Nc1nc(F)nc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@@H]1O
SIMVASTATIN,1991,1,1,0,0,0,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21
PENTOSTATIN,1991,1,0,1,0,0,OC[C@H]1O[C@@H](n2cnc3c2N=CNC[C@H]3O)C[C@@H]1O
CLARITHROMYCIN,1991,1,1,0,0,0,CC[C@H]1OC(=O)C(C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)CC(C)C(=O)C(C)[C@@H](O)[C@]1(C)O
ISOSORBIDE MONONITRATE,1991,1,1,0,0,0,O=[N+]([O-])O[C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2O
ENOXACIN,1991,1,1,0,0,0,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21
RITODRINE,1991,0,1,1,0,0,CC(NCCc1ccc(O)cc1)C(O)c1ccc(O)cc1
FELODIPINE,1991,1,1,0,0,0,CCOC(=O)C1=C(C)N=C(C)C(C(=O)OC)C1c1cccc(Cl)c1Cl
ETODOLAC,1991,1,1,0,0,0,CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3
DIDANOSINE,1991,1,1,0,0,0,O=c1[nH]cnc2c1ncn2[C@H]1CC[C@@H](CO)O1
QUINAPRIL,1991,0,1,0,0,0,CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1Cc2ccccc2CC1C(=O)O
RAMIPRIL,1991,1,1,0,0,0,CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1C(C(=O)O)C[C@@H]2CCC[C@@H]21
FOSINOPRIL SODIUM,1991,1,1,0,0,0,CCC(=O)O[C@@H](O[P@](=O)(CCCCc1ccccc1)CC(=O)N1C[C@H](C2CCCCC2)CC1C(=O)O)C(C)C
TICLOPIDINE,1991,0,1,0,0,0,Clc1ccccc1CN1CCc2sccc2C1
NABUMETONE,1991,1,1,0,0,0,COc1ccc2cc(CCC(C)=O)ccc2c1
ONDANSETRON HYDROCHLORIDE,1991,1,1,1,0,0,Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O
SERTRALINE HYDROCHLORIDE,1991,1,1,0,0,0,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21
BENAZEPRIL HYDROCHLORIDE,1991,1,1,0,0,0,CCOC(=O)C(CCc1ccccc1)NC1CCc2ccccc2N(CC(=O)O)C1=O
MOXONIDINE,1991,1,1,0,0,0,COc1nc(C)nc(Cl)c1NC1=NCCN1
LORACARBEF ANHYDROUS,1991,0,1,0,0,0,NC(C(=O)NC1C(=O)N2C(C(=O)O)=C(Cl)CC[C@H]12)c1ccccc1
"CEFPROZIL ANHYDROUS, (E)-",1991,0,1,0,0,0,CC=CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)c3ccc(O)cc3)[C@H]2SC1
AZITHROMYCIN,1991,1,1,1,1,0,CC[C@H]1OC(=O)C(C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O
PRAVASTATIN SODIUM,1991,1,1,0,0,0,CCC(C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21
PREDNICARBATE,1991,1,0,0,1,0,CCOC(=O)O[C@]1(C(=O)COC(=O)CC)CC[C@H]2[C@@H]3CC=C4CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C
LEVORPHANOL TARTRATE,1991,1,1,1,0,0,CN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13
NEDOCROMIL SODIUM,1992,1,0,0,1,0,CCCc1c2oc(C(=O)O)cc(=O)c2cc2c(=O)cc(C(=O)O)n(CC)c12
PACLITAXEL,1992,1,0,1,0,0,CC(=O)OC1=C2C(C)[C@@H](OC(=O)C(O)C(NC(=O)c3ccccc3)c3ccccc3)C[C@@](O)([C@@H](OC(=O)c3ccccc3)[C@@H]3[C@]4(OC(C)=O)CO[C@@H]4C[C@H](O)[C@@]3(C)C1=O)C2(C)C
SUMATRIPTAN SUCCINATE,1992,1,1,1,1,0,CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1
AMLODIPINE,1992,1,1,0,0,0,CCOC(=O)C1=C(COCCN)N=C(C)C(C(=O)OC)C1c1ccccc1Cl
ZALCITABINE,1992,1,1,0,0,0,Nc1ccn([C@H]2CC[C@@H](CO)O2)c(=O)n1
DESOGESTREL,1992,1,1,0,0,0,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3C(=C)C[C@@]21CC
ZOLPIDEM,1992,0,1,0,1,0,Cc1ccc(-c2nc3ccc(C)cn3c2CC(=O)N(C)C)cc1
OXAPROZIN,1992,1,1,0,0,0,O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1
SOTALOL,1992,0,1,1,0,0,CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1
MASOPROCOL,1992,1,0,0,1,0,CC(Cc1ccc(O)c(O)c1)C(C)Cc1ccc(O)c(O)c1
TENIPOSIDE,1992,1,0,1,0,0,COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](c6cccs6)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)C23)OCO4)cc(OC)c1O
TEMAFLOXACIN HYDROCHLORIDE,1992,1,0,0,0,0,CC1CN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2F)CCN1
RIFABUTIN,1992,1,1,0,0,0,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c5c(c4c3C2=O)=NC2(CCN(CC(C)C)CC2)N=5)NC(=O)C(C)=CC=CC(C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C
AVOBENZONE,1992,1,0,0,1,0,COc1ccc(C(=O)CC(=O)c2ccc(C(C)(C)C)cc2)cc1
FINASTERIDE,1992,1,1,0,0,0,CC(C)(C)NC(=O)C1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C
OXYBENZONE,1992,1,0,0,1,0,COc1ccc(C(=O)c2ccccc2)c(O)c1
BISOPROLOL,1992,0,1,0,0,0,CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1
ITRACONAZOLE,1992,1,1,1,0,0,CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5COC(Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O
CEFPODOXIME PROXETIL,1992,1,1,0,0,0,COCC1=C(C(=O)OC(C)OC(=O)OC(C)C)N2C(=O)C(=NC(=O)C(NOC)c3csc(N)n3)[C@H]2SC1
HALOFANTRINE HYDROCHLORIDE,1992,1,1,0,0,0,CCCCN(CCCC)CCC(O)c1cc2c(Cl)cc(Cl)cc2c2cc(C(F)(F)F)ccc12
FLOSEQUINAN,1992,1,0,0,0,0,Cn1cc([S+](C)[O-])c(=O)c2ccc(F)cc21
TERBINAFINE HYDROCHLORIDE,1992,1,1,0,1,0,CN(C/C=C/C#CC(C)(C)C)Cc1cccc2ccccc12
ATOVAQUONE,1992,1,1,0,0,0,Oc1c(C2=CC[C@@H](c3ccc(Cl)cc3)CC2)c(O)c2ccccc2c1O
LOMEFLOXACIN HYDROCHLORIDE,1992,1,1,0,0,0,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c21
PAROXETINE,1992,0,1,0,0,0,Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1
EPALRESTAT,1992,1,1,0,0,0,CC(/C=C1\SC(=S)N(CC(=O)O)C1=O)=C\c1ccccc1
OCTINOXATE,1992,1,0,0,1,0,CCCCC(CC)COC(=O)C=Cc1ccc(OC)cc1
IMIDAPRIL,1993,1,1,0,0,0,CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1C(=O)N(C)CC1C(=O)O
FENOFIBRATE,1993,1,1,0,0,0,CC(C)OC(=O)C(C)(C)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1
LORATADINE,1993,1,1,0,0,0,CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1
TORSEMIDE,1993,1,1,1,0,0,Cc1cccc(Nc2ccncc2S(=O)(=O)NC(=O)NC(C)C)c1
GABAPENTIN,1993,1,1,0,0,0,NCC1(CC(=O)O)CCCCC1
CLADRIBINE,1993,1,0,1,0,0,Nc1nc(Cl)nc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO)O1
LODOXAMIDE,1993,0,0,0,1,0,N#Cc1cc(NC(=O)C(=O)O)c(Cl)c(NC(=O)C(=O)O)c1
FLUVASTATIN SODIUM,1993,1,1,0,0,0,CC(C)n1c(/C=C/C(O)CC(O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21
LEVOCABASTINE,1993,1,0,0,1,0,C[C@@H]1CN([C@H]2CC[C@](C#N)(c3ccc(F)cc3)CC2)CC[C@]1(C(=O)O)c1ccccc1
LEVOMETHADYL ACETATE,1993,1,1,0,0,0,CC[C@H](OC(C)=O)C(C[C@H](C)N(C)C)(c1ccccc1)c1ccccc1
RISPERIDONE,1993,1,1,1,0,0,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2
TACRINE,1993,0,1,0,0,0,Nc1c2c(nc3ccccc13)CCCC2
GRANISETRON,1993,1,1,1,1,0,CN1C2CCCC1CC(NC(=O)c1nn(C)c3ccccc13)C2
FELBAMATE,1993,1,1,0,0,0,NC(=O)OCC(COC(N)=O)c1ccccc1
CALCIPOTRIENE,1993,1,0,0,1,0,C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)/C=C/[C@@H](O)C4CC4)CC[C@@H]23)C[C@@H](O)C[C@@H]1O
CISAPRIDE,1993,1,1,0,0,0,COc1cc(N)c(Cl)cc1C(=O)NC1CCN(CCCOc2ccc(F)cc2)CC1OC
PERINDOPRIL ERBUMINE,1993,1,1,0,0,0,CCCC(NC(C)C(=O)N1C(C(=O)O)C[C@@H]2CCCC[C@@H]21)C(=O)OCC
TRIMETREXATE GLUCURONATE,1993,1,0,1,0,0,COc1cc(NCc2ccc3nc(N)nc(N)c3c2C)cc(OC)c1OC
RIBOFLAVIN,1993,1,0,1,0,0,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)CO)c2cc1C
RIMANTADINE,1993,0,1,0,0,0,CC(N)C12CC3CC(CC(C3)C1)C2
VENLAFAXINE,1993,1,1,0,0,0,COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1
TAZOBACTAM,1993,0,0,1,0,0,C[C@]1(Cn2ccnn2)C(C(=O)O)N2C(=O)C[C@H]2S1(=O)=O
LAMOTRIGINE,1994,1,1,0,0,0,Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1
VINORELBINE,1994,1,0,1,0,0,CCC1=C[C@@H]2CN(C1)Cc1c([nH]c3ccccc13)[C@@](C(=O)OC)(c1cc3c(cc1OC)N(C)[C@H]1[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]4(CC)C=CCN5CC[C@]31[C@@H]54)C2
DORZOLAMIDE HYDROCHLORIDE,1994,1,0,0,1,0,CCN[C@H]1C[C@H](C)S(=O)(=O)c2sc(S(N)(=O)=O)cc21
FLUVOXAMINE MALEATE,1994,1,1,0,0,0,COCCCC/C(=N\OCCN)c1ccc(C(F)(F)F)cc1
IOBENGUANE SULFATE I 131,1994,1,0,1,0,0,N=C(N)NCc1cccc([131I])c1
FAMCICLOVIR,1994,1,1,0,0,0,CC(=O)OCC(CCn1cnc2cnc(N)nc21)COC(C)=O
STAVUDINE,1994,1,1,0,0,0,Cc1cn([C@H]2C=C[C@@H](CO)O2)c(=O)[nH]c1=O
ROCURONIUM BROMIDE,1994,1,0,1,0,0,C=CC[N+]1([C@H]2C[C@H]3[C@@H]4CC[C@H]5C[C@H](O)[C@@H](N6CCOCC6)C[C@]5(C)[C@H]4CC[C@]3(C)[C@H]2OC(C)=O)CCCC1
TACROLIMUS ANHYDROUS,1994,0,1,1,1,0,C=CCC1=CC(C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCCC3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](O)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC
NEFAZODONE HYDROCHLORIDE,1994,1,1,0,0,0,CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1
BUDESONIDE,1994,1,1,0,1,0,CCCC1O[C@@H]2C[C@H]3[C@@H]4CC=C5CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1
FLUDEOXYGLUCOSE,1994,0,0,1,0,0,OC[C@H]1O[C@H](O)[C@H](F)[C@@H](O)[C@@H]1O
RIMEXOLONE,1994,1,0,0,1,0,CCC(=O)[C@@]1(C)[C@H](C)C[C@H]2[C@@H]3CC=C4CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C
SALMETEROL XINAFOATE,1994,1,0,0,1,0,OCc1cc(C(O)CNCCCCCCOCCCCc2ccccc2)ccc1O
SPIRAPRIL,1994,0,1,0,0,0,CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1CC2(CC1C(=O)O)SCCS2
PHENIRAMINE,1994,0,0,0,1,0,CN(C)CCC(c1ccccc1)c1ccccn1
MOFEZOLAC,1994,1,1,0,0,0,COc1ccc(-c2noc(CC(=O)O)c2-c2ccc(OC)cc2)cc1
VOGLIBOSE,1994,1,1,0,0,0,OCC(CO)N[C@H]1C[C@](O)(CO)[C@@H](O)[C@H](O)[C@H]1O
IOBENGUANE,1994,0,0,1,0,0,N=C(N)NCc1cccc(I)c1
ANTAZOLINE,1994,0,0,0,1,0,c1ccc(CN(CC2=NCCN2)c2ccccc2)cc1
ACRIVASTINE,1994,1,1,0,0,0,Cc1ccc(/C(=C\CN2CCCC2)c2cccc(/C=C/C(=O)O)n2)cc1
FLUDEOXYGLUCOSE F 18,1994,1,0,1,0,0,OC[C@H]1O[C@H](O)[C@H]([18F])[C@@H](O)[C@@H]1O
BICALUTAMIDE,1995,1,1,0,0,0,CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1
EPOPROSTENOL,1995,0,0,1,0,0,CCCCC[C@H](O)/C=C/[C@@H]1[C@H]2C/C(=C/CCCC(=O)O)O[C@H]2C[C@H]1O
TRAMADOL HYDROCHLORIDE,1995,1,1,0,0,0,COc1cccc(C2(O)CCCCC2CN(C)C)c1
MYCOPHENOLATE MOFETIL,1995,1,1,1,0,0,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)OCCN1CCOCC1)C(=O)OC2
CARVEDILOL,1995,1,1,0,0,0,COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12
NALMEFENE,1995,1,0,1,0,0,C=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5
MOEXIPRIL,1995,0,1,0,0,0,CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1Cc2cc(OC)c(OC)cc2CC1C(=O)O
IOXILAN,1995,1,0,1,0,0,CC(=O)N(CC(O)CO)c1c(I)c(C(=O)NCCO)c(I)c(C(=O)NCC(O)CO)c1I
LOSARTAN POTASSIUM,1995,1,1,0,0,0,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1
VALACYCLOVIR,1995,1,1,0,0,0,CC(C)C(N)C(=O)OCCOCn1cnc2c(=O)[nH]c(N)nc21
DIRITHROMYCIN,1995,1,1,0,0,0,CC[C@H]1OC(=O)C(C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)[C@@H]2N[C@@H](COCCOC)O[C@H]([C@H]2C)[C@]1(C)O
CEFTIBUTEN,1995,1,1,0,0,0,Nc1nc(C(CCC(=O)O)C(=O)N=C2C(=O)N3C(C(=O)O)=CCS[C@H]23)cs1
IOPROMIDE,1995,1,0,1,0,0,COCC(=O)Nc1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)N(C)CC(O)CO)c1I
NISOLDIPINE,1995,1,1,0,0,0,COC(=O)C1=C(C)N=C(C)C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-]
DEXRAZOXANE HYDROCHLORIDE,1995,1,0,1,0,0,C[C@@H](CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1
ANASTROZOLE,1995,1,1,0,0,0,CC(C)(C#N)c1cc(Cn2cncn2)cc(C(C)(C)C#N)c1
LAMIVUDINE,1995,1,1,0,0,0,Nc1ccn([C@@H]2CS[C@H](CO)O2)c(=O)n1
GLIMEPIRIDE,1995,1,1,0,0,0,CCC1=C(C)CN(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)N[C@H]3CC[C@H](C)CC3)cc2)C1=O
IBUTILIDE,1995,0,0,1,0,0,CCCCCCCN(CC)CCCC(O)c1ccc(NS(C)(=O)=O)cc1
RILUZOLE,1995,1,1,0,0,0,Nc1nc2ccc(OC(F)(F)F)cc2s1
SERATRODAST,1995,1,1,0,0,0,Cc1c(C)c(O)c(C(=CCCCCC(=O)O)c2ccccc2)c(C)c1O
CETIRIZINE,1995,0,1,0,0,0,O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1
LANSOPRAZOLE,1995,1,1,1,0,0,Cc1c(OCC(F)(F)F)ccnc1C[S+]([O-])c1nc2ccccc2[nH]1
PRANLUKAST,1995,1,1,0,0,0,O=C(Nc1cccc2c(=O)cc(-c3nn[nH]n3)oc12)c1ccc(OCCCCc2ccccc2)cc1
SAQUINAVIR MESYLATE,1995,1,1,0,0,0,CC(C)(C)NC(=O)C1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)C(CC(N)=O)NC(=O)c1ccc2ccccc2n1
INDINAVIR,1996,1,1,0,0,0,CC(C)(C)NC(=O)C1CN(Cc2cccnc2)CCN1C[C@@H](O)CC(Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O
TRANDOLAPRIL,1996,1,1,0,0,0,CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1C(C(=O)O)C[C@H]2CCCC[C@@H]21
MIGLITOL,1996,1,1,0,0,0,OCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO
LATANOPROST,1996,1,0,0,1,0,CC(C)OC(=O)CCC/C=C\C[C@@H]1[C@@H](CC[C@@H](O)CCc2ccccc2)[C@H](O)C[C@@H]1O
SPARFLOXACIN,1996,1,1,0,0,0,C[C@@H]1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C[C@H](C)N1
ATORVASTATIN,1996,1,1,0,0,0,CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)O
ADAPALENE,1996,1,0,0,1,0,COc1ccc(-c2ccc3cc(C(=O)O)ccc3c2)cc1C12CC3CC(CC(C3)C1)C2
MIRTAZAPINE,1996,1,1,0,0,0,CN1CCN2c3ncccc3Cc3ccccc3C2C1
OLOPATADINE,1996,1,0,0,1,0,CN(C)CC/C=C1/c2ccccc2COc2ccc(CC(=O)O)cc21
IRINOTECAN HYDROCHLORIDE,1996,1,0,1,0,0,CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC
FEXOFENADINE HYDROCHLORIDE,1996,1,1,0,0,0,CC(C)(C(=O)O)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1
ETOPOSIDE PHOSPHATE,1996,1,0,1,0,0,COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)C23)OCO4)cc(OC)c1OP(=O)(O)O
OLANZAPINE,1996,1,1,1,0,0,Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1
ACITRETIN,1996,1,1,0,0,0,COc1cc(C)c(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)c(C)c1C
ZAFIRLUKAST,1996,1,1,0,0,0,COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(C)c2ccc(NC(=O)OC3CCCC3)cc12
TOPOTECAN HYDROCHLORIDE,1996,1,1,1,0,1,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1
TOREMIFENE,1996,0,1,0,0,0,CN(C)CCOc1ccc(/C(=C(/CCCl)c2ccccc2)c2ccccc2)cc1
MEROPENEM,1996,1,0,1,0,0,C[C@@H](O)C1C(=O)N2C(C(=O)O)=C(S[C@@H]3CNC(C(=O)N(C)C)C3)[C@H](C)[C@H]12
ROPIVACAINE,1996,0,0,1,0,0,CCCN1CCCCC1C(=O)Nc1c(C)cccc1C
AMLEXANOX,1996,1,0,0,1,0,CC(C)c1ccc2oc3nc(N)c(C(=O)O)cc3c(=O)c2c1
DONEPEZIL HYDROCHLORIDE,1996,1,1,0,0,0,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2
VALSARTAN,1996,1,1,0,0,0,CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1)C(C(=O)O)C(C)C
NEVIRAPINE,1996,1,1,0,0,0,Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1
